,name,categoriesScore,numOfTags,conOfDes,tagCon,label
0,VizWiz_train_000000000000.jpg,0.0078125,13,0.7408009412153109,0.9831035137176514,1
1,VizWiz_train_000000000001.jpg,0.2890625,23,0.2608356948796478,0.9914280772209167,1
2,VizWiz_train_000000000002.jpg,0.01953125,13,0.7458208160883008,0.41752228140830994,1
3,VizWiz_train_000000000003.jpg,0.0234375,2,0.9576247178149149,0.9991968274116516,1
4,VizWiz_train_000000000006.jpg,0.00390625,11,0.7466027248267113,0.9740593433380127,1
5,VizWiz_train_000000000007.jpg,0.51171875,14,0.3326841203874476,0.9243687987327576,1
6,VizWiz_train_000000000009.jpg,0.1015625,6,0.4816106364093937,0.858960747718811,1
7,VizWiz_train_000000000010.jpg,0.984375,17,0.9337091944456669,0.989632248878479,1
8,VizWiz_train_000000000011.jpg,0.00390625,16,0.4278221490325749,0.9933972358703613,0
9,VizWiz_train_000000000012.jpg,0.3984375,19,0.910822291974947,0.998909592628479,1
10,VizWiz_train_000000000013.jpg,0.00390625,12,0.5964878314966942,0.9655879139900208,1
11,VizWiz_train_000000000014.jpg,0.0078125,9,0.26277715110630784,0.9416662454605103,0
12,VizWiz_train_000000000015.jpg,0.015625,9,0.3852366433305019,0.9262347221374512,1
13,VizWiz_train_000000000018.jpg,0.4921875,20,0.7049465772600492,0.996903121471405,1
14,VizWiz_train_000000000019.jpg,0.0078125,12,0.4687312594679555,0.23995958268642426,1
15,VizWiz_train_000000000020.jpg,0.1171875,12,0.5852738219692016,0.1540246158838272,1
16,VizWiz_train_000000000021.jpg,0.0390625,14,0.4685727647731599,0.4245503842830658,0
17,VizWiz_train_000000000023.jpg,0.00390625,11,0.7588922445002569,0.15069004893302917,1
18,VizWiz_train_000000000024.jpg,0.00390625,13,0.8117762007014742,0.9452626705169678,1
19,VizWiz_train_000000000025.jpg,0.00390625,22,0.6310461589130699,0.9934425354003906,1
20,VizWiz_train_000000000026.jpg,0.47265625,16,0.8229022400938136,0.5305861234664917,1
21,VizWiz_train_000000000027.jpg,0.00390625,27,0.621099445137253,0.02750396728515625,0
22,VizWiz_train_000000000028.jpg,0.02734375,19,0.4755412126895968,0.8569214344024658,0
23,VizWiz_train_000000000029.jpg,0.15234375,15,0.29234197471487705,0.9870609045028687,1
24,VizWiz_train_000000000030.jpg,0.078125,2,0.4722909571641336,0.12677624821662903,0
25,VizWiz_train_000000000031.jpg,0.09765625,10,0.8299730342683523,0.14432650804519653,1
26,VizWiz_train_000000000032.jpg,0.00390625,16,0.4860977906040238,0.9833973050117493,1
27,VizWiz_train_000000000033.jpg,0.0390625,21,0.7161616660982925,0.9885652661323547,1
28,VizWiz_train_000000000034.jpg,0.00390625,23,0.4239616483092668,0.9898486733436584,0
29,VizWiz_train_000000000035.jpg,0.0078125,16,0.5976816999334799,0.9287388324737549,1
